Dept Name,Position Description,Job Min Annual,Job Max Annual,Neg Body
MINISTRY OF HEALTH HQ,COMMUNITY HEALTH NURSE,93611.0,100668.0,BPSU
HEALTH DEPARTMENT,NURSING ASSOCIATE,58600.0,62489.0,BPSU
HEALTH DEPARTMENT,RECREATIONAL THERAPIST,93611.0,100668.0,BPSU
HEALTH DEPARTMENT,NURSE,97071.0,104393.0,BPSU
HEALTH DEPARTMENT,ADMINISTRATOR,119615.0,128645.0,BPSU
HEALTH DEPARTMENT,NURSING COORDINATOR,111555.0,119615.0,BPSU
HEALTH DEPARTMENT,RELIEF ADMINISTRATIVE OFFICER,69449.0,74661.0,BPSU
HEALTH DEPARTMENT,DIETARY SUPERVISOR,,62340.0,BIU
HEALTH DEPARTMENT,DOMESTIC WORKER,,55355.0,BIU
HEALTH DEPARTMENT,DRIVER/HANDYMAN,,58946.0,BIU
HEALTH DEPARTMENT,COOK,,59094.0,BIU
HEALTH DEPARTMENT,T/R DOMESTIC WORKER,,55355.0,BIU
HEALTH DEPARTMENT,ASSISTANT COOK,,57897.0,BIU
HEALTH DEPARTMENT,RELIEF DRIVER/HANDYMAN,,58946.0,BIU
HEALTH DEPARTMENT,COMMUNITY SOCIAL WORKER,108268.0,115610.0,BPSU
HEALTH DEPARTMENT,ADMINISTRATIVE ASSISTANT,62489.0,66982.0,BPSU
HEALTH DEPARTMENT,CHIEF NURSING OFFICER,151004.0,151004.0,BPSU
HEALTH DEPARTMENT,STORES OFFICER,,77419.0,BPSU
HEALTH DEPARTMENT,SENIOR MEDICAL OFFICER,172157.0,172157.0,BPSU
HEALTH DEPARTMENT,STORES CLERK,,61947.0,BIU
HEALTH DEPARTMENT,ADMINISTRATOR,124043.0,133426.0,BPSU
HEALTH DEPARTMENT,RECREATIONAL AIDE,60567.0,64606.0,BPSU
HEALTH DEPARTMENT,RELIEF NURSING ASSOCIATE,58600.0,62489.0,BPSU
HEALTH DEPARTMENT,NURSE,93611.0,104393.0,BPSU
HEALTH DEPARTMENT,T/R DOMESTIC/DIETARY AIDE,,55355.0,BIU
HEALTH DEPARTMENT,DOMESTIC WORKER (DIETARY),,55355.0,BIU
HEALTH DEPARTMENT,DOMESTIC WORKER (DIETARY),,34085.0,BIU
HEALTH DEPARTMENT,ASSISTANT COOK,,39701.0,BIU
HEALTH DEPARTMENT,RELIEF ASSISTANT COOK,,57898.0,BIU
HEALTH DEPARTMENT,NURSING ASSOCIATE,,62489.0,BPSU
HEALTH DEPARTMENT,ADMINISTRATIVE OFFICER,69449.0,74661.0,BPSU
HEALTH DEPARTMENT,CHILD HEALTH COORDINATOR,115610.0,124043.0,BPSU
HEALTH DEPARTMENT,MEDICAL OFFICER,133426.0,144558.0,BPSU
HEALTH DEPARTMENT,RECORDS CLERK,53736.0,56823.0,BPSU
HEALTH DEPARTMENT,COMMUNITY HEALTH NURSE,93611.0,100668.0,BPSU
HEALTH DEPARTMENT,HEALTH VISITOR,104393.0,111555.0,BPSU
HEALTH DEPARTMENT,RELIEF COMMUNITY HEALTH NURSE,93611.0,100668.0,BPSU
HEALTH DEPARTMENT,RELIEF MEDICAL OFFICER,133426.0,144558.0,BPSU
HEALTH DEPARTMENT,TRAINEE COMMUNITY HEALTH NURSE,90268.0,97071.0,BPSU
HEALTH DEPARTMENT,"COORDINATOR,MATERNAL",100668.0,108268.0,BPSU
HEALTH DEPARTMENT,CLERK/RECEPTIONIST,53736.0,56823.0,BPSU
HEALTH DEPARTMENT,T/R PUBLIC HEALTH NURSE,93611.0,100668.0,BPSU
HEALTH DEPARTMENT,PUBLIC HEALTH NURSE,93611.0,100668.0,BPSU
HEALTH DEPARTMENT,RELIEF RECORDS CLERK,50006.0,53736.0,BPSU
HEALTH DEPARTMENT,RELIEF PUBLIC HEALTH NURSE,87149.0,93611.0,BPSU
HEALTH DEPARTMENT,COMMUNITY HEALTH COORDINATOR,111555.0,119615.0,BPSU
HEALTH DEPARTMENT,COMMUNITY HEALTH WORKER,56823.0,60567.0,BPSU
HEALTH DEPARTMENT,T/A  SOCIAL WORKER,108268.0,115610.0,BPSU
HEALTH DEPARTMENT,PHYSIOTHERAPIST,104393.0,111555.0,BPSU
HEALTH DEPARTMENT,COORDINATOR,119615.0,128645.0,BPSU
HEALTH DEPARTMENT,SECRETARY,55702.0,58600.0,BPSU
HEALTH DEPARTMENT,RELIEF PHYSIOTHERAPIST,104393.0,111555.0,BPSU
HEALTH DEPARTMENT,LABORATORY SUPERVISOR,108268.0,115610.0,BPSU
HEALTH DEPARTMENT,MEDICAL LABORATOR TECHNOLOGIST,87149.0,93611.0,BPSU
HEALTH DEPARTMENT,LABORATORY TECHNICIAN,,79895.0,MISBPSU
HEALTH DEPARTMENT,MEDICAL LAB TECHNOLIGIST,87149.0,93611.0,MISC
HEALTH DEPARTMENT,SPEECH/LANGUAGE PATHOLOGIST,104393.0,111555.0,BPSU
HEALTH DEPARTMENT,LANGUAGE PROGRAMME SUPERVISOR,111555.0,119615.0,BPSU
HEALTH DEPARTMENT,COORDINATOR SPEECH LANGUAGE,119615.0,128645.0,BPSU
HEALTH DEPARTMENT,PUBLIC HEALTH NUTRITIONIST,100668.0,108268.0,BPSU
HEALTH DEPARTMENT,OCCUPATIONAL THERAPIST,104393.0,111555.0,BPSU
HEALTH DEPARTMENT,MEDICAL OFFICER (POLICE),164794.0,164794.0,BPSU
HEALTH DEPARTMENT,DENTAL ASSISTANT,64606.0,69449.0,BPSU
HEALTH DEPARTMENT,RELIEF DENTAL OFFICER,111555.0,119615.0,BPSU
HEALTH DEPARTMENT,ADMINISTRATIVE ASSISTANT,64606.0,69449.0,BPSU
HEALTH DEPARTMENT,CHIEF DENTAL OFFICER,164794.0,164794.0,BPSU
HEALTH DEPARTMENT,DENTAL HYGIENIST,77419.0,81771.0,BPSU
HEALTH DEPARTMENT,RELIEF DENTAL HYGIENIST,74661.0,79895.0,BPSU
HEALTH DEPARTMENT,ENVIRONMENTAL HEALTH OFFICER,100668.0,108268.0,BPSU
HEALTH DEPARTMENT,SNR ENVIRONMENTAL HEALTH OFF.,124043.0,133426.0,BPSU
HEALTH DEPARTMENT,SENIOR ENVIRMTL HEALTH OFFICER,124043.0,133426.0,BPSU
HEALTH DEPARTMENT,ADMINISTRATIVE ASSISTANT,60567.0,64606.0,BPSU
HEALTH DEPARTMENT,VECTOR INSPECTOR 1,,62192.0,BIU
HEALTH DEPARTMENT,RELIEF VECTOR INSPECTOR,,58954.0,BIU
HEALTH DEPARTMENT,GENERAL FOREMAN,,71653.0,BIU
HEALTH DEPARTMENT,VECTOR INSPECTOR I,,62192.0,BIU
HEALTH DEPARTMENT,STOREKEEPER,,61947.0,BIU
HEALTH DEPARTMENT,LABORATORY TECHNICIAN,79895.0,84445.0,BPSU
HEALTH DEPARTMENT,RELIEF LABORATORY TECHNICIAN,77419.0,81771.0,BPSU
HEALTH DEPARTMENT,SENIOR GOVERNMENT ANALYST,124043.0,133426.0,BPSU
HEALTH DEPARTMENT,GOVERNMENT ANALYST,93611.0,100668.0,BPSU
HEALTH DEPARTMENT,SENIOR PUBLIC HEALTH ANALYST,115610.0,124043.0,BPSU
HEALTH DEPARTMENT,PUBLIC HEALTH ANALYST,93611.0,100668.0,BPSU
HEALTH DEPARTMENT,LABORATORY TECHNICIAN,81771.0,93611.0,BPSU
HEALTH DEPARTMENT,ASSISTANT DIRECTOR,119615.0,128645.0,BPSU
HEALTH DEPARTMENT,DIRECTOR,172157.0,172157.0,BPSU
HEALTH DEPARTMENT,HEALTH PROMOTION COORDINATOR,111555.0,119615.0,BPSU
HEALTH DEPARTMENT,HEALTH PROMOTION OFFICER,74661.0,79895.0,BPSU
HEALTH DEPARTMENT,T/A HEALTH EDUCATOR,90268.0,97071.0,BPSU
HEALTH DEPARTMENT,ADMINISTRATIVE ASSISTANT,69449.0,74661.0,BPSU
HEALTH DEPARTMENT,HEALTH & SAFETY INSPECTOR,93611.0,100668.0,BPSU
HEALTH DEPARTMENT,PORT HEALTH OFFICER,100668.0,93611.0,BPSU
CHILD AND FAMILY SERVICES,CO-ORDINATOR DAYCARE CNTR,111555.0,119615.0,BPSU
CHILD AND FAMILY SERVICES,ASSISTANT TEACHER,62489.0,66982.0,BPSU
CHILD AND FAMILY SERVICES,TEACHER,79895.0,84445.0,BPSU
CHILD AND FAMILY SERVICES,T.A. ASSISTANT TEACHER,62489.0,66982.0,BPSU
CHILD AND FAMILY SERVICES,RELIEF COOK,,59094.0,BIU
CHILD AND FAMILY SERVICES,SENIOR PROGRAMME MANAGER,133426.0,144558.0,BPSU
CHILD AND FAMILY SERVICES,SOCIAL WORKER,111555.0,119615.0,BPSU
CHILD AND FAMILY SERVICES,SOCIAL WORK ASSISTANT,81771.0,87149.0,BPSU
CHILD AND FAMILY SERVICES,SOCIAL WORK ASSISTANT RELIEF,74661.0,79895.0,BPSU
CHILD AND FAMILY SERVICES,ADMINISTRATIVE ASSISTANT,62489.0,66982.0,BPSU
CHILD AND FAMILY SERVICES,COORDINATOR,128645.0,138378.0,BPSU
CHILD AND FAMILY SERVICES,RELIEF SOCIAL WORK ASSISTANT,74661.0,79895.0,BPSU
CHILD AND FAMILY SERVICES,RELIEF SOCIAL WORK ASSISTANT,81771.0,87149.0,BPSU
CHILD AND FAMILY SERVICES,RESIDENTIAL CARE OFFICER,77419.0,81771.0,BPSU
CHILD AND FAMILY SERVICES,COURT SOCIAL WORKER,111555.0,119615.0,BPSU
CHILD AND FAMILY SERVICES,Unit Supervisor,90268.0,97071.0,BPSU
CHILD AND FAMILY SERVICES,CLINICAL SOCIAL WORKER,108268.0,115610.0,BPSU
CHILD AND FAMILY SERVICES,RELIEF RESIDENTIAL CAREOFFICER,,81771.0,BPSU
CHILD AND FAMILY SERVICES,CLINICAL SOCIAL WORKER,111555.0,119615.0,BPSU
CHILD AND FAMILY SERVICES,RELIEF RESIDENTIAL CAREOFFICER,77419.0,81771.0,BPSU
CHILD AND FAMILY SERVICES,RELIEF RCO,81771.0,87149.0,BPSU
CHILD AND FAMILY SERVICES,ADMINISTRATIVE OFFICER,69449.0,74661.0,BPSU
CHILD AND FAMILY SERVICES,SOCIAL WORKER,108268.0,115610.0,BPSU
CHILD AND FAMILY SERVICES,SHIFT OFFICER,84445.0,90268.0,BPSU
CHILD AND FAMILY SERVICES,CLINICAL MANAGER,111555.0,119615.0,BPSU
CHILD AND FAMILY SERVICES,ASSISTANT DIRECTOR,151004.0,151004.0,BPSU
CHILD AND FAMILY SERVICES,ADMINISTRATIVE OFFICER,72011.0,77419.0,BPSU
CHILD AND FAMILY SERVICES,DIRECTOR,172157.0,172157.0,BPSU
CHILD AND FAMILY SERVICES,ACCOUNTS ADMINISTRATOR,64606.0,69449.0,BPSU
CHILD AND FAMILY SERVICES,"COORDINATOR, CLS",128645.0,138378.0,BPSU
CHILD AND FAMILY SERVICES,PSYCHO-ED COORDINATOR,111555.0,119615.0,BPSU
CHILD AND FAMILY SERVICES,PSYCHOLOGST/CLINICL SUPERVISOR,128645.0,138378.0,BPSU
DEPARTMENT OF CORRECTIONS,ASSISTANT COMMISSIONER,130683.0,135373.0,POA
DEPARTMENT OF CORRECTIONS,PRISON OFFICER,66856.0,77300.0,POA
DEPARTMENT OF CORRECTIONS,SPECIALIST OFF- FACILITIES MGR,98420.0,101913.0,POA
DEPARTMENT OF CORRECTIONS,CHIEF OFFICER,113366.0,117355.0,POA
DEPARTMENT OF CORRECTIONS,PRINCIPAL OFFICER,97595.0,100881.0,POA
DEPARTMENT OF CORRECTIONS,DIVISIONAL OFFICER,82075.0,89537.0,POA
DEPARTMENT OF CORRECTIONS,CHIEF OFFICER,113366.0,130683.0,POA
DEPARTMENT OF CORRECTIONS,COMMISSIONER OF CORRECTIONS,179853.0,179853.0,BPSU
DEPARTMENT OF CORRECTIONS,PROGRAMME DIRECTOR,133426.0,144558.0,BPSU
DEPARTMENT OF CORRECTIONS,ADMINSTRATIVE ASSISTANT- HQ,69449.0,72011.0,BPSU
DEPARTMENT OF CORRECTIONS,ACCOUNTS ADMINISTRATOR,58600.0,62489.0,BPSU
DEPARTMENT OF CORRECTIONS,PRINCIPAL PURCHG. & SUPPL. OFF,90268.0,97071.0,BPSU
DEPARTMENT OF CORRECTIONS,CANTEEN/STATISTICAL ADMINISTRA,64606.0,69449.0,BPSU
DEPARTMENT OF CORRECTIONS,"Supervisor, Accts & Administrn",72011.0,77419.0,BPSU
DEPARTMENT OF CORRECTIONS,Asst Purchasing&Suppl Officer,64606.0,69449.0,BPSU
DEPARTMENT OF CORRECTIONS,ADMINISTRATIVE ASSISTANT,58600.0,62489.0,BPSU
DEPARTMENT OF CORRECTIONS,ADMINSTRATIVE ASSISTANT,58600.0,62489.0,BPSU
DEPARTMENT OF CORRECTIONS,TELEPHONE RECEPTIONIST,48249.0,51837.0,BPSU
DEPARTMENT OF CORRECTIONS,TRUCK DRIVER,,59884.0,BIU
DEPARTMENT OF CORRECTIONS,LAUNDRY SUPERVISOR,,59036.0,BIU
DEPARTMENT OF CORRECTIONS,FORENSIC/CLINICAL PSYCHOLOGIST,115610.0,124043.0,BPSU
DEPARTMENT OF CORRECTIONS,SOCIAL WORKER,104393.0,111555.0,BPSU
DEPARTMENT OF CORRECTIONS,CASE MANAGER/ASSESSMENT OFF.,93611.0,100668.0,BPSU
DEPARTMENT OF CORRECTIONS,SPECIALIST OFFICER - NURSING,89537.0,97595.0,POA
DEPARTMENT OF CORRECTIONS,SPECIALIST OFFICER - SENIOR,104460.0,112219.0,POA
DEPARTMENT OF CORRECTIONS,SPECIALIST OFFICER-NURSING,89537.0,97595.0,POA
DEPARTMENT OF CORRECTIONS,SPECIALIST OFFICER-EDUCATION,98420.0,101913.0,POA
DEPARTMENT OF CORRECTIONS,VOCATIONAL COORDINATOR,93611.0,100668.0,BPSU
DEPT OF IMMIGRATION,INDUSTRY RELATIONSHIP OFFICER,93611.0,100668.0,BPSU
DEPT OF IMMIGRATION,CUSTOMER SERVICE RESPRESENTATI,58600.0,62489.0,BPSU
DEPT OF IMMIGRATION,CUSTOMER SERVICE REP,58600.0,62489.0,BPSU
DEPT OF IMMIGRATION,RELIEF CUSTOMER SERVICE REP,55702.0,58600.0,BPSU
DEPT OF IMMIGRATION,CLIENT SERVICES OFFICER,84445.0,90268.0,BPSU
DEPT OF IMMIGRATION,PROCESSING ADMINISTRATOR,58600.0,62489.0,BPSU
DEPT OF IMMIGRATION,VALIDATIONS AND ENTRY,66982.0,72011.0,BPSU
DEPT OF IMMIGRATION,RELIEF CUSTOMER SERVICE REP,64606.0,69449.0,BPSU
DEPT OF IMMIGRATION,RELIEF CUSTOMER SERVICE REP,60567.0,64606.0,BPSU
DEPT OF IMMIGRATION,PROCESSING ADMINISTRATOR,62489.0,66982.0,BPSU
DEPT OF IMMIGRATION,RELIEF PROCESSING ADMINISTR,58600.0,62489.0,BPSU
DEPT OF IMMIGRATION,COMPLIANCE MANAGER,111555.0,119615.0,BPSU
DEPT OF IMMIGRATION,T/R SNR IMMIGRATION OFF/INSPE,79895.0,84445.0,BPSU
DEPT OF IMMIGRATION,SENIOR IMMIGRATION OFFICER/,79895.0,84445.0,BPSU
DEPT OF IMMIGRATION,ADMINISTRATIVE ASSISTANT,60567.0,64606.0,BPSU
DEPT OF IMMIGRATION,PRINCIPAL COMPLIANCE OFFICER,90268.0,97071.0,BPSU
DEPT OF IMMIGRATION,ASST.CHIEF IMM. OFFICER,151004.0,151004.0,BPSU
DEPT OF IMMIGRATION,RECORDS MANAGEMENT CLERK,51837.0,55702.0,BPSU
DEPT OF IMMIGRATION,FINANCE & ADMINISTRATION MANAG,97071.0,104393.0,BPSU
DEPT OF IMMIGRATION,ADMINISTRATIVE/ACCOUNTING ASST,60567.0,64606.0,BPSU
DEPT OF IMMIGRATION,RELIEF PROCESS CLERK/CASHIER,55702.0,58600.0,BPSU
DEPT OF IMMIGRATION,PROCESS CLERK/CASHIER,55702.0,58600.0,BPSU
DEPT OF IMMIGRATION,CHIEF IMMIGRATION OFFICER,172157.0,172157.0,BPSU
SOCIAL INSURANCE,DIRECTOR,172157.0,172157.0,BPSU
SOCIAL INSURANCE,ASSISTANT DIRECTOR,128645.0,138378.0,BPSU
SOCIAL INSURANCE,DEPARTMENTAL COMPTROLLER,119615.0,128645.0,BPSU
SOCIAL INSURANCE,BENEFITS PROCESSOR,56823.0,60567.0,BPSU
SOCIAL INSURANCE,BENEFITS MANAGER,97071.0,104393.0,BPSU
SOCIAL INSURANCE,RELIEF BENEFITS PROCESSOR,72011.0,77419.0,BPSU
SOCIAL INSURANCE,INSPECTOR,84445.0,90268.0,BPSU
SOCIAL INSURANCE,PENSION CASHIER,55702.0,58600.0,BPSU
SOCIAL INSURANCE,CONTRIBUTIONS PROCESSOR,55702.0,58600.0,BPSU
SOCIAL INSURANCE,CONTRIBUTIONS MANAGER,100668.0,108268.0,BPSU
SOCIAL INSURANCE,SENIOR CONTRIBUTIONS PROCESSOR,62489.0,66982.0,BPSU
SOCIAL INSURANCE,CUSTOMER SERVICE REP,58600.0,62489.0,BPSU
REGISTRY GENERAL,REGISTRAR GENERAL,164794.0,164794.0,BPSU
REGISTRY GENERAL,MANAGER-Vital and General Reg,100668.0,108268.0,BPSU
REGISTRY GENERAL,ADMINISTRATIVE ASSISTANT,62489.0,66982.0,BPSU
REGISTRY GENERAL,ASST. REGISTRAR GENERAL,133426.0,144558.0,BPSU
REGISTRY GENERAL,ACCOUNTS ADMINISTRATOR,62489.0,66982.0,BPSU
REGISTRY GENERAL,REGISTRATION ADMINISTRATOR,60567.0,64606.0,BPSU
REGISTRY GENERAL,LEGAL & COMPLIANCE OFFICER,111555.0,119615.0,BPSU
REGISTRY GENERAL,EXAMINER,87149.0,93611.0,BPSU
REGISTRY GENERAL,TRADEMARKS ADMINISTRATOR,64606.0,69449.0,BPSU
REGISTRY GENERAL,MANAGER -INTELLECTUAL PROPERTY,111555.0,119615.0,BPSU
REGISTRY GENERAL,DOMAIN NAME OFFICER,87149.0,93611.0,BPSU
REGISTRY GENERAL,TRAINEE MGR -INTELLECTUAL PROP,72011.0,77419.0,BPSU
REGISTRY GENERAL,CHARITIES ADMINISTRATOR,58600.0,62489.0,BPSU
REGISTRY GENERAL,TA CHARITIES COMPL ADMIN,72011.0,77419.0,BPSU
REGISTRY GENERAL,MARRIAGE COORDINATOR,66982.0,72011.0,BPSU
REGISTRY GENERAL,DATA VERIFICATION CLERK,56823.0,60567.0,BPSU
REGISTRY GENERAL,RELIEF CSR,56823.0,60567.0,BPSU
MARINE AND PORTS,MARINE SERVICES OFFICER AIDS,93611.0,100668.0,BPSU
MARINE AND PORTS,BOSUN/PILOT - NAVAIDS,,65307.0,BIU
MARINE AND PORTS,LEADING SEAMAN,,58946.0,BIU
MARINE AND PORTS,ENGINE DRIVER,,60697.0,BIU
MARINE AND PORTS,TRADESMAN CLASS 2 (MECHANIC),,62544.0,BIU
MARINE AND PORTS,FERRY SUPERVISOR,,72852.0,BIU
MARINE AND PORTS,FERRY TERMINAL OPERATOR,,62920.0,BIU
MARINE AND PORTS,BOSUN (UNLICENSED),,60186.0,BIU
MARINE AND PORTS,FERRY PILOT/FOREMAN,,74917.0,BIU
MARINE AND PORTS,FERRY MASTER,,63988.0,BIU
MARINE AND PORTS,SENIOR FERRY MASTER,,72192.0,BIU
MARINE AND PORTS,SENIOR OPERATOR,,63988.0,BIU
MARINE AND PORTS,SENIOR ENGINE DRIVER,,61727.0,BIU
MARINE AND PORTS,RELIEF SENIOR FERRY MASTER,,72193.0,BIU
MARINE AND PORTS,LEADING SEAMAN,,55017.0,BIU
MARINE AND PORTS,ENGINE DRIVER PSTAT,,61727.0,BIU
MARINE AND PORTS,ENGINE DRIVER SENIOR,,61725.0,BIU
MARINE AND PORTS,TRADESMAN CLASS 1A (MECHANIC),,66247.0,BIU
MARINE AND PORTS,TRADESMAN CLASS 2,,62544.0,BIU
MARINE AND PORTS,TERMINAL OPERATOR,,62920.0,BIU
MARINE AND PORTS,FERRY MASTER,,63989.0,BIU
MARINE AND PORTS,LEADING SEAMAN,,58947.0,BIU
MARINE AND PORTS,TRADESMAN CLASS 1A,,66247.0,BIU
MARINE AND PORTS,SR.ENGINE DRIVER,,61727.0,BIU
MARINE AND PORTS,TRADESMAN CLASS 1 (MECHANIC),,64718.0,BIU
MARINE AND PORTS,TRADESMAN CLASS 2 (WELDER),,62544.0,BIU
MARINE AND PORTS,DESIGNATE PERSON ASHORE,64606.0,69449.0,BPSU
MARINE AND PORTS,CHIEF MARITIME OPS CONTROLLER,108268.0,115610.0,BPSU
MARINE AND PORTS,SENIOR MARITIME OPERATIONS,100668.0,108268.0,BPSU
MARINE AND PORTS,MARITIME OPS CENTRE CONTROLLER,93611.0,100668.0,BPSU
MARINE AND PORTS,COORDINATOR MARITIME SAFETY &,119615.0,128645.0,BPSU
MARINE AND PORTS,TECHNICAL SERVICES OFFICER,81771.0,87149.0,BPSU
MARINE AND PORTS,TUG MASTER,,74917.0,BIU
MARINE AND PORTS,BOSUN MATE,,64966.0,BIU
MARINE AND PORTS,BOSUN/MATE,,64966.0,BIU
MARINE AND PORTS,SENIOR TUG ENGINEER,,71916.0,BIU
MARINE AND PORTS,MARINE SERVICES OFFICER,79895.0,84445.0,BPSU
MARINE AND PORTS,ASST. MARINE SERVICES OFFICER,74661.0,79895.0,BPSU
MARINE AND PORTS,BOATS AND MOORINGS CLERK,58600.0,62489.0,BPSU
MARINE AND PORTS,WARDEN OF PILOTS,111555.0,119615.0,BPSU
MARINE AND PORTS,DEPUTY WARDEN,111555.0,119615.0,BPSU
MARINE AND PORTS,SENIOR BRANCH PILOT,111555.0,119615.0,BPSU
MARINE AND PORTS,FIRST CLASS BRANCH PILOT,104393.0,111555.0,BPSU
MARINE AND PORTS,COXSWAIN 3 + YEARS,,64171.0,BIU
MARINE AND PORTS,SENIOR COXSWAIN,,65492.0,BIU
MARINE AND PORTS,LEADING SEAMAN PSTAT,,59113.0,BIU
MARINE AND PORTS,ENGINE DRIVER PSTAT,,60858.0,BIU
MARINE AND PORTS,DIRECTOR,172157.0,172157.0,BPSU
MARINE AND PORTS,HARBOURMASTER,133426.0,144558.0,BPSU
MARINE AND PORTS,FERRY SERVICE COORDINATOR,111555.0,119615.0,BPSU
MARINE AND PORTS,ADMINISTRATIVE ASSISTANT,69449.0,74661.0,BPSU
MARINE AND PORTS,ADMINISTRATIVE OFFICER,74661.0,79895.0,BPSU
MARINE AND PORTS,ACCOUNTS AND STORES CLERK,55702.0,58600.0,BPSU
MARINE AND PORTS,SECRETARY/RECEPTIONIST,55702.0,58600.0,BPSU
MARINE AND PORTS,MARINE SERVICES OFFICER,90268.0,97071.0,BPSU
MARINE AND PORTS,FINANCE & ADMIN MANAGER,93611.0,100668.0,BPSU
MARINE AND PORTS,ADMINISTRATIVE ASSISTANT,58600.0,62489.0,BPSU
MARINE AND PORTS,BOSUN/PILOT - NAVAIDS,,64718.0,BIU
MARINE AND PORTS,TRADESMAN CLASS 1,,64718.0,BIU
MARINE AND PORTS,LABOUR FOREMAN,,64718.0,BIU
MARINE AND PORTS,SUPERVISORY FOREMAN/ENGINEER,,76502.0,BIU
MARINE AND PORTS,TRADESMAN CLASS 2(JR MECHANIC),,62544.0,MISC
MARINE AND PORTS,TRADESMAN CLASS 1(ELECTRICIAN),,68559.0,BIU
MARINE AND PORTS,SUPERVISING ENGINEER,93611.0,100668.0,BPSU
MARINE AND PORTS,TRADESMAN CLASS 2(ELECTRICIAN),,62544.0,BIU
MARINE AND PORTS,CHIEF MECHANIC,,68559.0,BIU
MARINE AND PORTS,TUG ENGINEER,,69352.0,BIU
PLANNING,DIRECTOR OF PLANNING,172157.0,172157.0,BPSU
PLANNING,RELIEF APPLICATIONS OFFICER,,69449.0,BPSU
PLANNING,APPLICATIONS SYSTEMS CLERK,53736.0,56823.0,BPSU
PLANNING,ENFORCEMENT OFFICER,100668.0,108268.0,BPSU
PLANNING,SENIOR PLANNING OFFICER,119615.0,128645.0,BPSU
PLANNING,PLANNER,111555.0,119615.0,BPSU
PLANNING,INFORMATION SYSTEMS OFFICER,108268.0,115610.0,BPSU
PLANNING,TRAINEE HERITAGE OFFICER,77419.0,81771.0,BPSU
PLANNING,TRAINEE ASSISTANT PLANNER,77419.0,77419.0,BPSU
PLANNING,ASSISTANT PLANNER,87149.0,93611.0,BPSU
PLANNING,PLANS EXAMINER,93611.0,100668.0,BPSU
PLANNING,PERMITS PROCESSOR,58600.0,62489.0,BPSU
PLANNING,ASST BUILDING CONTROL OFFICER,115610.0,124043.0,BPSU
PLANNING,ELECTRICAL INSPECTOR,81771.0,87149.0,BPSU
PLANNING,BUILDING INSPECTOR,81771.0,87149.0,BPSU
PLANNING,ELEVATOR INSPECTOR,79895.0,84445.0,BPSU
TRANSPORT CONTROL,ASSISTANT DIRECTOR,124043.0,133426.0,BPSU
TRANSPORT CONTROL,SENIOR EXAMINER,87149.0,93611.0,BPSU
TRANSPORT CONTROL,EXAMINER,79895.0,84445.0,BPSU
TRANSPORT CONTROL,TRUCKS CLERK,62489.0,66982.0,BPSU
TRANSPORT CONTROL,EXAMINER,74661.0,79895.0,BPSU
TRANSPORT CONTROL,REGISTRATION CLERK,58600.0,62489.0,BPSU
TRANSPORT CONTROL,REGISTRATIONS MANAGER,104393.0,111555.0,BPSU
TRANSPORT CONTROL,REGISTRATION OFFICER,81771.0,87149.0,BPSU
TRANSPORT CONTROL,RELIEF REGISTRATION CLERK,58600.0,62489.0,BPSU
TRANSPORT CONTROL,SENIOR TRAFFIC OFFICER,87149.0,93611.0,BPSU
TRANSPORT CONTROL,TRAFFIC OFFICER,66982.0,72011.0,BPSU
TRANSPORT CONTROL,RELIEF TRAFFIC OFFICER,60567.0,64606.0,BPSU
TRANSPORT CONTROL,ACCOUNTS ADMINISTRATOR,69449.0,74661.0,BPSU
TRANSPORT CONTROL,ADMINISTRATION SERVICES MANAGR,97071.0,104393.0,BPSU
TRANSPORT CONTROL,RELIEF CUSTOMER SERVICE REP,55702.0,58600.0,BPSU
PUBLIC TRANSPORTATION,OPERATIONS MANAGER,111555.0,115610.0,BPSU
PUBLIC TRANSPORTATION,ASSISTANT OPERATIONS MANAGER,84445.0,90268.0,BPSU
PUBLIC TRANSPORTATION,TRAFFIC SUPERVISOR,77419.0,81771.0,BPSU
PUBLIC TRANSPORTATION,BUS OPERATOR,,63399.0,BIU
PUBLIC TRANSPORTATION,BUS OPERATOR,,62045.0,BIU
PUBLIC TRANSPORTATION,BUS OPERATOR,,63396.0,BIU
PUBLIC TRANSPORTATION,BUS OPERATOR,,60639.0,BIU
PUBLIC TRANSPORTATION,SIGHTSEEING COORDINATOR,,67156.0,BIU
PUBLIC TRANSPORTATION,DISPATCHER/INSPECTOR,,67156.0,BIU
PUBLIC TRANSPORTATION,SEMI-SKILLED TRADESMAN,,58946.0,BIU
PUBLIC TRANSPORTATION,GENERAL HELPER,,58055.0,BIU
PUBLIC TRANSPORTATION,DAY/NIGHT CLEANER,,56383.0,BIU
PUBLIC TRANSPORTATION,MAINTENANCE MANAGER,111555.0,119615.0,BPSU
PUBLIC TRANSPORTATION,ADMINISTRATIVE ASSISTANT,58600.0,62489.0,BPSU
PUBLIC TRANSPORTATION,TECHNICIAN,,69358.0,BIU
PUBLIC TRANSPORTATION,TRADESMAN CLASS 1,,64718.0,BIU
PUBLIC TRANSPORTATION,SEMI-SKILLED TRADESMAN,,58947.0,BIU
PUBLIC TRANSPORTATION,TECHNICIAN,,69358.0,BIU
PUBLIC TRANSPORTATION,TRADESMAN CLASS 1A,,66247.0,BIU
PUBLIC TRANSPORTATION,SUPERVISOR CRAFT FOREMAN,,70881.0,BIU
